Entity,Code,Day,cum_excess_per_million_proj_all_ages
Albania,ALB,2020-01-31,-86.22703
Albania,ALB,2020-02-29,-66.553856
Albania,ALB,2020-03-31,-57.554417
Albania,ALB,2020-04-30,-33.137375
Albania,ALB,2020-05-31,8.022785
Albania,ALB,2020-06-30,65.57725
Albania,ALB,2020-07-31,210.26569
Albania,ALB,2020-08-31,482.82965
Albania,ALB,2020-09-30,644.61005
Albania,ALB,2020-10-31,906.9188
Albania,ALB,2020-11-30,1640.6161
Albania,ALB,2020-12-31,2027.4518
Albania,ALB,2021-01-31,2236.5845
Albania,ALB,2021-02-28,2872.726
Albania,ALB,2021-03-31,3392.709
Albania,ALB,2021-04-30,3634.2747
Albania,ALB,2021-05-31,3702.0923
Albania,ALB,2021-06-30,3776.5657
Albania,ALB,2021-07-31,3802.2776
Albania,ALB,2021-08-31,3938.894
Albania,ALB,2021-09-30,4286.5303
Albania,ALB,2021-10-31,4606.2124
Albania,ALB,2021-11-30,4872.439
Albania,ALB,2021-12-31,5133.621
Albania,ALB,2022-01-31,5464.5186
Albania,ALB,2022-02-28,5753.5435
Albania,ALB,2022-03-31,5783.4136
Albania,ALB,2022-04-30,5778.523
Albania,ALB,2022-05-31,5780.669
Albania,ALB,2022-06-30,5804.6284
Albania,ALB,2022-07-31,5892.1978
Albania,ALB,2022-08-31,5970.1274
Albania,ALB,2022-09-30,5977.832
Albania,ALB,2022-10-31,5988.4224
Albania,ALB,2022-11-30,5968.896
Albania,ALB,2022-12-31,5970.3384
Albania,ALB,2023-01-31,5903.773
Albania,ALB,2023-02-28,5886.509
Albania,ALB,2023-03-31,5820.6646
Albania,ALB,2023-04-30,5802.1997
Albania,ALB,2023-05-31,5810.92
Albania,ALB,2023-06-30,5805.8716
Albania,ALB,2023-07-31,5898.5474
Albania,ALB,2023-08-31,5911.999
Albania,ALB,2023-09-30,5952.4233
Albania,ALB,2023-10-31,5960.4375
Albania,ALB,2023-11-30,5938.5835
Albania,ALB,2023-12-31,5870.339
Algeria,DZA,2020-01-31,2.280686
Algeria,DZA,2020-02-29,2.3174994
Algeria,DZA,2020-03-31,5.0009317
Algeria,DZA,2020-04-30,13.345827
Algeria,DZA,2020-05-31,7.514051
Algeria,DZA,2020-06-30,104.57821
Algeria,DZA,2020-07-31,534.33386
Algeria,DZA,2020-08-31,735.249
Algeria,DZA,2020-09-30,806.3418
Algeria,DZA,2020-10-31,898.00916
Algeria,DZA,2020-11-30,1160.4294
Algeria,DZA,2020-12-31,1273.3618
Algeria,DZA,2021-01-31,1258.5504
Algeria,DZA,2021-02-28,1226.7246
Algeria,DZA,2021-03-31,1229.5994
Algeria,DZA,2021-04-30,1242.1621
Algeria,DZA,2021-05-31,1272.8562
Algeria,DZA,2021-06-30,1341.6235
Algeria,DZA,2021-07-31,1749.8135
Algeria,DZA,2021-08-31,2441.5044
Algeria,DZA,2021-09-30,2578.1902
Algeria,DZA,2021-10-31,2623.0654
Algeria,DZA,2021-11-30,2678.772
Algeria,DZA,2021-12-31,2801.8086
Algeria,DZA,2022-01-31,2931.9316
Algeria,DZA,2022-02-28,3041.133
Algeria,DZA,2022-03-31,3022.081
Algeria,DZA,2022-04-30,2990.8918
Algeria,DZA,2022-05-31,2982.3066
Algeria,DZA,2022-06-30,2963.6555
Algeria,DZA,2022-07-31,2961.0833
Algeria,DZA,2022-08-31,2969.6572
Algeria,DZA,2022-09-30,2957.52
Algeria,DZA,2022-10-31,2939.303
Algeria,DZA,2022-11-30,2945.1267
Algeria,DZA,2022-12-31,2952.565
Algeria,DZA,2023-01-31,2888.9775
Algeria,DZA,2023-02-28,2852.0288
Algeria,DZA,2023-03-31,2823.9604
Algeria,DZA,2023-04-30,2801.9658
Algeria,DZA,2023-05-31,2777.0986
Algeria,DZA,2023-06-30,2744.5354
Algeria,DZA,2023-07-31,2818.3823
Algeria,DZA,2023-08-31,2806.8796
Algeria,DZA,2023-09-30,2790.509
Algeria,DZA,2023-10-31,2769.0078
Algeria,DZA,2023-11-30,2750.1926
Algeria,DZA,2023-12-31,2765.3525
Andorra,AND,2020-01-31,-7.719703
Andorra,AND,2020-02-29,108.07613
Andorra,AND,2020-03-31,205.85927
Andorra,AND,2020-04-30,663.8962
Andorra,AND,2020-05-31,849.1695
Andorra,AND,2020-06-30,851.74274
Andorra,AND,2020-07-31,872.3287
Andorra,AND,2020-08-31,792.55817
Andorra,AND,2020-09-30,815.71735
Andorra,AND,2020-10-31,1119.3597
Andorra,AND,2020-11-30,1026.7231
Andorra,AND,2020-12-31,1152.8119
Andorra,AND,2021-01-31,1347.1293
Andorra,AND,2021-02-28,1441.9976
Andorra,AND,2021-03-31,1354.7188
Andorra,AND,2021-04-30,1583.6675
Andorra,AND,2021-05-31,1708.8936
Andorra,AND,2021-06-30,1616.5552
Andorra,AND,2021-07-31,1630.4691
Andorra,AND,2021-08-31,1659.5621
Andorra,AND,2021-09-30,1663.3568
Andorra,AND,2021-10-31,1651.9727
Andorra,AND,2021-11-30,1643.1183
Andorra,AND,2021-12-31,1773.4039
Antigua and Barbuda,ATG,2020-01-31,33.451294
Antigua and Barbuda,ATG,2020-02-29,-58.270042
Antigua and Barbuda,ATG,2020-03-31,-57.190987
Antigua and Barbuda,ATG,2020-04-30,-60.4282
Antigua and Barbuda,ATG,2020-05-31,-50.716515
Antigua and Barbuda,ATG,2020-06-30,-148.91228
Antigua and Barbuda,ATG,2020-07-31,-160.78209
Antigua and Barbuda,ATG,2020-08-31,-323.72232
Antigua and Barbuda,ATG,2020-09-30,-404.65292
Antigua and Barbuda,ATG,2020-10-31,-474.7928
Antigua and Barbuda,ATG,2020-11-30,-514.71857
Antigua and Barbuda,ATG,2020-12-31,-623.7051
Antigua and Barbuda,ATG,2021-01-31,-540.60425
Antigua and Barbuda,ATG,2021-02-28,-424.76047
Antigua and Barbuda,ATG,2021-03-31,-495.5539
Antigua and Barbuda,ATG,2021-04-30,-506.28015
Antigua and Barbuda,ATG,2021-05-31,-579.2188
Antigua and Barbuda,ATG,2021-06-30,-727.24146
Antigua and Barbuda,ATG,2021-07-31,-660.7385
Antigua and Barbuda,ATG,2021-08-31,-808.7611
Antigua and Barbuda,ATG,2021-09-30,-274.59256
Antigua and Barbuda,ATG,2021-10-31,-619.9787
Antigua and Barbuda,ATG,2021-11-30,-517.0064
Antigua and Barbuda,ATG,2021-12-31,-654.30273
Argentina,ARG,2020-01-31,-15.021306
Argentina,ARG,2020-02-29,-3.3173525
Argentina,ARG,2020-03-31,-2.6978397
Argentina,ARG,2020-04-30,-26.13463
Argentina,ARG,2020-05-31,-81.634636
Argentina,ARG,2020-06-30,-189.7014
Argentina,ARG,2020-07-31,-171.22957
Argentina,ARG,2020-08-31,-53.62373
Argentina,ARG,2020-09-30,195.67665
Argentina,ARG,2020-10-31,478.67007
Argentina,ARG,2020-11-30,684.8183
Argentina,ARG,2020-12-31,801.76245
Argentina,ARG,2021-01-31,978.80176
Argentina,ARG,2021-02-28,1102.9581
Argentina,ARG,2021-03-31,1236.0991
Argentina,ARG,2021-04-30,1547.2697
Argentina,ARG,2021-05-31,2037.8699
Argentina,ARG,2021-06-30,2435.853
Argentina,ARG,2021-07-31,2646.5173
Argentina,ARG,2021-08-31,2762.2676
Argentina,ARG,2021-09-30,2765.532
Argentina,ARG,2021-10-31,2784.3538
Argentina,ARG,2021-11-30,2820.7832
Argentina,ARG,2021-12-31,2887.6165
Argentina,ARG,2022-01-31,3354.0105
Argentina,ARG,2022-02-28,3576.5466
Argentina,ARG,2022-03-31,3681.3252
Argentina,ARG,2022-04-30,3769.9006
Argentina,ARG,2022-05-31,3826.2197
Argentina,ARG,2022-06-30,3875.081
Argentina,ARG,2022-07-31,3907.2607
Argentina,ARG,2022-08-31,3925.061
Argentina,ARG,2022-09-30,3936.2695
Argentina,ARG,2022-10-31,3972.7117
Argentina,ARG,2022-11-30,4023.309
Argentina,ARG,2022-12-31,4112.5483
Argentina,ARG,2023-01-31,4160.6187
Argentina,ARG,2023-02-28,4180.89
Argentina,ARG,2023-03-31,4227.6787
Argentina,ARG,2023-04-30,4278.0635
Argentina,ARG,2023-05-31,4290.5005
Argentina,ARG,2023-06-30,4281.825
Argentina,ARG,2023-07-31,4261.196
Argentina,ARG,2023-08-31,4246.7183
Argentina,ARG,2023-09-30,4255.179
Argentina,ARG,2023-10-31,4261.3335
Argentina,ARG,2023-11-30,4287.984
Argentina,ARG,2023-12-31,4347.6143
Armenia,ARM,2020-01-31,-6.7364683
Armenia,ARM,2020-02-29,62.945347
Armenia,ARM,2020-03-31,55.85245
Armenia,ARM,2020-04-30,83.40441
Armenia,ARM,2020-05-31,79.94707
Armenia,ARM,2020-06-30,412.31686
Armenia,ARM,2020-07-31,665.0605
Armenia,ARM,2020-08-31,723.693
Armenia,ARM,2020-09-30,856.3201
Armenia,ARM,2020-10-31,1447.4572
Armenia,ARM,2020-11-30,2832.147
Armenia,ARM,2020-12-31,3572.8416
Armenia,ARM,2021-01-31,3761.5225
Armenia,ARM,2021-02-28,3842.7488
Armenia,ARM,2021-03-31,4048.8777
Armenia,ARM,2021-04-30,4525.2354
Armenia,ARM,2021-05-31,4728.5693
Armenia,ARM,2021-06-30,4872.1396
Armenia,ARM,2021-07-31,4974.004
Armenia,ARM,2021-08-31,5098.2256
Armenia,ARM,2021-09-30,5433.7
Armenia,ARM,2021-10-31,5983.939
Armenia,ARM,2021-11-30,6861.4473
Armenia,ARM,2021-12-31,7123.4707
Armenia,ARM,2022-01-31,7216.7603
Armenia,ARM,2022-02-28,7610.5786
Armenia,ARM,2022-03-31,7778.032
Armenia,ARM,2022-04-30,7781.1973
Armenia,ARM,2022-05-31,7810.6167
Armenia,ARM,2022-06-30,7823.924
Armenia,ARM,2022-07-31,7807.236
Armenia,ARM,2022-08-31,7864.4204
Armenia,ARM,2022-09-30,8033.3125
Armenia,ARM,2022-10-31,8070.3564
Armenia,ARM,2022-11-30,8061.1494
Armenia,ARM,2022-12-31,8041.9443
Armenia,ARM,2023-01-31,8067.4624
Armenia,ARM,2023-02-28,8052.7754
Armenia,ARM,2023-03-31,8072.142
Armenia,ARM,2023-04-30,8077.1816
Armenia,ARM,2023-05-31,8082.221
Armenia,ARM,2023-06-30,8074.374
Armenia,ARM,2023-07-31,8047.3037
Armenia,ARM,2023-08-31,8168.327
Armenia,ARM,2023-09-30,8232.331
Armenia,ARM,2023-10-31,8309.077
Armenia,ARM,2023-11-30,8308.573
Armenia,ARM,2023-12-31,8289.0625
Aruba,ABW,2020-01-31,106.00673
Aruba,ABW,2020-02-29,91.935036
Aruba,ABW,2020-03-31,242.97118
Aruba,ABW,2020-04-30,249.53796
Aruba,ABW,2020-05-31,107.88296
Aruba,ABW,2020-06-30,183.87007
Aruba,ABW,2020-07-31,113.51162
Aruba,ABW,2020-08-31,185.7463
Aruba,ABW,2020-09-30,473.74692
Aruba,ABW,2020-10-31,621.03064
Aruba,ABW,2020-11-30,605.0827
Aruba,ABW,2020-12-31,570.3725
Aruba,ABW,2021-01-31,674.84485
Aruba,ABW,2021-02-28,959.23706
Aruba,ABW,2021-03-31,1174.1738
Aruba,ABW,2021-04-30,1516.7584
Aruba,ABW,2021-05-31,1589.0298
Aruba,ABW,2021-06-30,1531.7759
Aruba,ABW,2021-07-31,1684.7657
Aruba,ABW,2021-08-31,2299.541
Aruba,ABW,2021-09-30,2689.0552
Aruba,ABW,2021-10-31,3050.4116
Aruba,ABW,2021-11-30,3239.0679
Aruba,ABW,2021-12-31,3305.7075
Australia,AUS,2020-01-05,-1.6049812
Australia,AUS,2020-01-12,-3.9267566
Australia,AUS,2020-01-19,-4.6123843
Australia,AUS,2020-01-26,-1.2154317
Australia,AUS,2020-02-02,-0.5142255
Australia,AUS,2020-02-09,-0.96611774
Australia,AUS,2020-02-16,3.5917227
Australia,AUS,2020-02-23,6.9497194
Australia,AUS,2020-03-01,12.512624
Australia,AUS,2020-03-08,12.9567175
Australia,AUS,2020-03-15,15.013591
Australia,AUS,2020-03-22,20.327171
Australia,AUS,2020-03-29,26.848387
Australia,AUS,2020-04-05,35.57451
Australia,AUS,2020-04-12,39.493477
Australia,AUS,2020-04-19,41.08288
Australia,AUS,2020-04-26,41.589306
Australia,AUS,2020-05-03,40.155724
Australia,AUS,2020-05-10,39.15845
Australia,AUS,2020-05-17,37.896282
Australia,AUS,2020-05-24,36.018612
Australia,AUS,2020-05-31,32.076275
Australia,AUS,2020-06-07,22.874893
Australia,AUS,2020-06-14,16.322514
Australia,AUS,2020-06-21,6.1316457
Australia,AUS,2020-06-28,-6.4121547
Australia,AUS,2020-07-05,-15.629125
Australia,AUS,2020-07-12,-24.931795
Australia,AUS,2020-07-19,-37.397682
Australia,AUS,2020-07-26,-45.67971
Australia,AUS,2020-08-02,-51.50752
Australia,AUS,2020-08-09,-56.33805
Australia,AUS,2020-08-16,-59.97653
Australia,AUS,2020-08-23,-70.985466
Australia,AUS,2020-08-30,-83.31891
Australia,AUS,2020-09-06,-92.73066
Australia,AUS,2020-09-13,-101.06722
Australia,AUS,2020-09-20,-112.722824
Australia,AUS,2020-09-27,-117.98187
Australia,AUS,2020-10-04,-121.596985
Australia,AUS,2020-10-11,-129.05313
Australia,AUS,2020-10-18,-135.91716
Australia,AUS,2020-10-25,-141.76056
Australia,AUS,2020-11-01,-144.49525
Australia,AUS,2020-11-08,-145.47694
Australia,AUS,2020-11-15,-140.63083
Australia,AUS,2020-11-22,-140.50618
Australia,AUS,2020-11-29,-142.29814
Australia,AUS,2020-12-06,-136.82094
Australia,AUS,2020-12-13,-138.04416
Australia,AUS,2020-12-20,-136.0496
Australia,AUS,2020-12-27,-130.95418
Australia,AUS,2021-01-03,-127.610374
Australia,AUS,2021-01-10,-126.32185
Australia,AUS,2021-01-17,-127.90358
Australia,AUS,2021-01-24,-120.650795
Australia,AUS,2021-01-31,-120.889984
Australia,AUS,2021-02-07,-115.08004
Australia,AUS,2021-02-14,-114.80999
Australia,AUS,2021-02-21,-114.97973
Australia,AUS,2021-02-28,-113.13567
Australia,AUS,2021-03-07,-109.49385
Australia,AUS,2021-03-14,-105.55883
Australia,AUS,2021-03-21,-100.296715
Australia,AUS,2021-03-28,-98.21347
Australia,AUS,2021-04-04,-94.895706
Australia,AUS,2021-04-11,-97.380165
Australia,AUS,2021-04-18,-90.04251
Australia,AUS,2021-04-25,-83.275826
Australia,AUS,2021-05-02,-75.07401
Australia,AUS,2021-05-09,-64.54976
Australia,AUS,2021-05-16,-58.608654
Australia,AUS,2021-05-23,-52.929882
Australia,AUS,2021-05-30,-44.195686
Australia,AUS,2021-06-06,-41.286865
Australia,AUS,2021-06-13,-33.980076
Australia,AUS,2021-06-20,-27.483442
Australia,AUS,2021-06-27,-23.548422
Australia,AUS,2021-07-04,-21.287712
Australia,AUS,2021-07-11,-18.972994
Australia,AUS,2021-07-18,-13.888331
Australia,AUS,2021-07-25,-11.126098
Australia,AUS,2021-08-01,-7.499708
Australia,AUS,2021-08-08,-9.582953
Australia,AUS,2021-08-15,-13.842029
Australia,AUS,2021-08-22,-17.422127
Australia,AUS,2021-08-29,-25.17643
Australia,AUS,2021-09-05,-30.42312
Australia,AUS,2021-09-12,-36.0556
Australia,AUS,2021-09-19,-35.569504
Australia,AUS,2021-09-26,-37.945953
Australia,AUS,2021-10-03,-29.28119
Australia,AUS,2021-10-10,-25.5082
Australia,AUS,2021-10-17,-21.874096
Australia,AUS,2021-10-24,-15.994718
Australia,AUS,2021-10-31,-8.564472
Australia,AUS,2021-11-07,-1.7977862
Australia,AUS,2021-11-14,2.1140819
Australia,AUS,2021-11-21,13.726246
Australia,AUS,2021-11-28,21.125628
Australia,AUS,2021-12-05,29.906124
Australia,AUS,2021-12-12,37.552406
Australia,AUS,2021-12-19,45.584473
Australia,AUS,2021-12-26,59.65795
Australia,AUS,2022-01-02,69.25052
Australia,AUS,2022-01-09,81.02022
Australia,AUS,2022-01-16,108.51338
Australia,AUS,2022-01-23,143.03552
Australia,AUS,2022-01-30,173.92093
Australia,AUS,2022-02-06,204.30208
Australia,AUS,2022-02-13,226.56174
Australia,AUS,2022-02-20,243.61078
Australia,AUS,2022-02-27,258.22263
Australia,AUS,2022-03-06,272.62817
Australia,AUS,2022-03-13,279.11087
Australia,AUS,2022-03-20,293.3254
Australia,AUS,2022-03-27,306.14944
Australia,AUS,2022-04-03,320.8835
Australia,AUS,2022-04-10,336.09894
Australia,AUS,2022-04-17,346.90594
Australia,AUS,2022-04-24,361.57892
Australia,AUS,2022-05-01,377.17633
Australia,AUS,2022-05-08,398.3969
Australia,AUS,2022-05-15,419.58694
Australia,AUS,2022-05-22,435.51288
Australia,AUS,2022-05-29,453.12732
Australia,AUS,2022-06-05,475.59326
Australia,AUS,2022-06-12,499.93103
Australia,AUS,2022-06-19,529.96075
Australia,AUS,2022-06-26,553.7866
Australia,AUS,2022-07-03,572.1345
Australia,AUS,2022-07-10,595.4638
Australia,AUS,2022-07-17,619.62585
Australia,AUS,2022-07-24,641.45
Australia,AUS,2022-07-31,662.9838
Australia,AUS,2022-08-07,688.03217
Australia,AUS,2022-08-14,708.9013
Australia,AUS,2022-08-21,720.81616
Australia,AUS,2022-08-28,729.9729
Australia,AUS,2022-09-04,732.78827
Australia,AUS,2022-09-11,740.0732
Australia,AUS,2022-09-18,747.38104
Australia,AUS,2022-09-25,756.05646
Australia,AUS,2022-10-02,759.2768
Australia,AUS,2022-10-09,765.79004
Australia,AUS,2022-10-16,772.66235
Australia,AUS,2022-10-23,784.39386
Australia,AUS,2022-10-30,790.0209
Australia,AUS,2022-11-06,798.81085
Australia,AUS,2022-11-13,813.7512
Australia,AUS,2022-11-20,828.67633
Australia,AUS,2022-11-27,844.2814
Australia,AUS,2022-12-04,858.92377
Australia,AUS,2022-12-11,880.92365
Australia,AUS,2022-12-18,898.6832
Australia,AUS,2022-12-25,919.6746
Australia,AUS,2023-01-01,927.671
Australia,AUS,2023-01-08,944.0407
Australia,AUS,2023-01-15,952.7929
Australia,AUS,2023-01-22,964.30615
Australia,AUS,2023-01-29,972.3321
Australia,AUS,2023-02-05,986.89386
Australia,AUS,2023-02-12,994.09534
Australia,AUS,2023-02-19,1005.1396
Australia,AUS,2023-02-26,1011.6905
Australia,AUS,2023-03-05,1021.5168
Australia,AUS,2023-03-12,1032.841
Australia,AUS,2023-03-19,1047.9247
Australia,AUS,2023-03-26,1058.2275
Australia,AUS,2023-04-02,1067.0554
Australia,AUS,2023-04-09,1074.3552
Australia,AUS,2023-04-16,1087.4646
Australia,AUS,2023-04-23,1102.5482
Australia,AUS,2023-04-30,1116.7697
Australia,AUS,2023-05-07,1130.8851
Australia,AUS,2023-05-14,1149.509
Australia,AUS,2023-05-21,1169.5399
Australia,AUS,2023-05-28,1187.6873
Australia,AUS,2023-06-04,1209.1631
Australia,AUS,2023-06-11,1219.4432
Australia,AUS,2023-06-18,1228.6644
Australia,AUS,2023-06-25,1245.3215
Australia,AUS,2023-07-02,1256.1768
Australia,AUS,2023-07-09,1266.6687
Australia,AUS,2023-07-16,1273.7491
Australia,AUS,2023-07-23,1278.2878
Australia,AUS,2023-07-30,1282.4635
Australia,AUS,2023-08-06,1284.3319
Australia,AUS,2023-08-13,1285.2019
Australia,AUS,2023-08-20,1286.2458
Australia,AUS,2023-08-27,1280.7388
Australia,AUS,2023-09-03,1273.8324
Australia,AUS,2023-09-10,1267.6824
Australia,AUS,2023-09-17,1268.0228
Australia,AUS,2023-09-24,1263.59
Australia,AUS,2023-10-01,1266.6157
Australia,AUS,2023-10-08,1265.8291
Australia,AUS,2023-10-15,1273.7946
Australia,AUS,2023-10-22,1275.7538
Australia,AUS,2023-10-29,1279.9143
Australia,AUS,2023-11-05,1289.0598
Australia,AUS,2023-11-12,1302.9332
Australia,AUS,2023-11-19,1318.8339
Australia,AUS,2023-11-26,1328.2214
Australia,AUS,2023-12-03,1341.346
Australia,AUS,2023-12-10,1354.4175
Australia,AUS,2023-12-17,1363.026
Australia,AUS,2023-12-24,1374.9855
Australia,AUS,2023-12-31,1386.0222
Austria,AUT,2020-01-05,-24.83222
Austria,AUT,2020-01-12,-45.623028
Austria,AUT,2020-01-19,-47.262043
Austria,AUT,2020-01-26,-46.49866
Austria,AUT,2020-02-02,-34.91329
Austria,AUT,2020-02-09,-55.232605
Austria,AUT,2020-02-16,-68.479454
Austria,AUT,2020-02-23,-82.31005
Austria,AUT,2020-03-01,-90.59495
Austria,AUT,2020-03-08,-94.9507
Austria,AUT,2020-03-15,-96.81423
Austria,AUT,2020-03-22,-73.14952
Austria,AUT,2020-03-29,-62.933735
Austria,AUT,2020-04-05,-38.64036
Austria,AUT,2020-04-12,-12.977404
Austria,AUT,2020-04-19,3.6821938
Austria,AUT,2020-04-26,13.853075
Austria,AUT,2020-05-03,12.528385
Austria,AUT,2020-05-10,18.972193
Austria,AUT,2020-05-17,18.725224
Austria,AUT,2020-05-24,22.789082
Austria,AUT,2020-05-31,20.139715
Austria,AUT,2020-06-07,25.909954
Austria,AUT,2020-06-14,25.281292
Austria,AUT,2020-06-21,22.946249
Austria,AUT,2020-06-28,24.51791
Austria,AUT,2020-07-05,35.699142
Austria,AUT,2020-07-12,33.611084
Austria,AUT,2020-07-19,27.998014
Austria,AUT,2020-07-26,20.925545
Austria,AUT,2020-08-02,20.701021
Austria,AUT,2020-08-09,18.635408
Austria,AUT,2020-08-16,32.46601
Austria,AUT,2020-08-23,34.03767
Austria,AUT,2020-08-30,38.752647
Austria,AUT,2020-09-06,52.403633
Austria,AUT,2020-09-13,65.65048
Austria,AUT,2020-09-20,78.874886
Austria,AUT,2020-09-27,83.38779
Austria,AUT,2020-10-04,88.25993
Austria,AUT,2020-10-11,97.442924
Austria,AUT,2020-10-18,107.27702
Austria,AUT,2020-10-25,134.64636
Austria,AUT,2020-11-01,174.36446
Austria,AUT,2020-11-08,227.73354
Austria,AUT,2020-11-15,307.5963
Austria,AUT,2020-11-22,402.3225
Austria,AUT,2020-11-29,499.15918
Austria,AUT,2020-12-06,602.6418
Austria,AUT,2020-12-13,698.2885
Austria,AUT,2020-12-20,763.6471
Austria,AUT,2020-12-27,805.0267
Austria,AUT,2021-01-03,831.263
Austria,AUT,2021-01-10,844.53345
Austria,AUT,2021-01-17,852.5361
Austria,AUT,2021-01-24,873.94366
Austria,AUT,2021-01-31,892.70605
Austria,AUT,2021-02-07,894.4769
Austria,AUT,2021-02-14,881.0944
Austria,AUT,2021-02-21,867.2636
Austria,AUT,2021-02-28,846.3492
Austria,AUT,2021-03-07,816.9614
Austria,AUT,2021-03-14,813.3524
Austria,AUT,2021-03-21,808.1967
Austria,AUT,2021-03-28,811.0436
Austria,AUT,2021-04-04,821.9827
Austria,AUT,2021-04-11,827.69885
Austria,AUT,2021-04-18,841.3952
Austria,AUT,2021-04-25,857.0866
Austria,AUT,2021-05-02,878.9649
Austria,AUT,2021-05-09,897.6601
Austria,AUT,2021-05-16,912.90314
Austria,AUT,2021-05-23,916.4225
Austria,AUT,2021-05-30,920.77124
Austria,AUT,2021-06-06,938.92847
Austria,AUT,2021-06-13,952.2662
Austria,AUT,2021-06-20,966.7247
Austria,AUT,2021-06-27,991.24805
Austria,AUT,2021-07-04,1000.0577
Austria,AUT,2021-07-11,1000.97675
Austria,AUT,2021-07-18,1006.6929
Austria,AUT,2021-07-25,1015.5025
Austria,AUT,2021-08-01,1017.2509
Austria,AUT,2021-08-08,1008.8
Austria,AUT,2021-08-15,1027.7642
Austria,AUT,2021-08-22,1042.8728
Austria,AUT,2021-08-29,1054.9327
Austria,AUT,2021-09-05,1064.9752
Austria,AUT,2021-09-12,1090.1039
Austria,AUT,2021-09-19,1104.6296
Austria,AUT,2021-09-26,1119.0209
Austria,AUT,2021-10-03,1138.949
Austria,AUT,2021-10-10,1146.1222
Austria,AUT,2021-10-17,1155.9181
Austria,AUT,2021-10-24,1177.236
Austria,AUT,2021-10-31,1216.7334
Austria,AUT,2021-11-07,1262.0592
Austria,AUT,2021-11-14,1320.0052
Austria,AUT,2021-11-21,1379.7446
Austria,AUT,2021-11-28,1445.6934
Austria,AUT,2021-12-05,1516.215
Austria,AUT,2021-12-12,1571.2917
Austria,AUT,2021-12-19,1604.6472
Austria,AUT,2021-12-26,1624.4633
Austria,AUT,2022-01-02,1632.8217
Austria,AUT,2022-01-09,1623.3135
Austria,AUT,2022-01-16,1599.8225
Austria,AUT,2022-01-23,1599.554
Austria,AUT,2022-01-30,1598.0999
Austria,AUT,2022-02-06,1591.5447
Austria,AUT,2022-02-13,1590.3367
Austria,AUT,2022-02-20,1598.3011
Austria,AUT,2022-02-27,1597.5181
Austria,AUT,2022-03-06,1609.7557
Austria,AUT,2022-03-13,1616.736
Austria,AUT,2022-03-20,1636.267
Austria,AUT,2022-03-27,1677.6558
Austria,AUT,2022-04-03,1708.4401
Austria,AUT,2022-04-10,1747.2113
Austria,AUT,2022-04-17,1773.4764
Austria,AUT,2022-04-24,1784.6179
Austria,AUT,2022-05-01,1805.2899
Austria,AUT,2022-05-08,1822.4495
Austria,AUT,2022-05-15,1833.9265
Austria,AUT,2022-05-22,1845.7838
Austria,AUT,2022-05-29,1854.4419
Austria,AUT,2022-06-05,1869.1628
Austria,AUT,2022-06-12,1885.338
Austria,AUT,2022-06-19,1902.52
Austria,AUT,2022-06-26,1926.2794
Austria,AUT,2022-07-03,1951.247
Austria,AUT,2022-07-10,1965.7666
Austria,AUT,2022-07-17,1982.7247
Austria,AUT,2022-07-24,2021.3394
Austria,AUT,2022-07-31,2044.9646
Austria,AUT,2022-08-07,2058.8577
Austria,AUT,2022-08-14,2070.2454
Austria,AUT,2022-08-21,2091.7676
Austria,AUT,2022-08-28,2101.1863
Austria,AUT,2022-09-04,2100.6492
Austria,AUT,2022-09-11,2115.7283
Austria,AUT,2022-09-18,2130.5164
Austria,AUT,2022-09-25,2152.553
Austria,AUT,2022-10-02,2177.543
Austria,AUT,2022-10-09,2214.1887
Austria,AUT,2022-10-16,2238.0154
Austria,AUT,2022-10-23,2263.6094
Austria,AUT,2022-10-30,2295.8254
Austria,AUT,2022-11-06,2315.1775
Austria,AUT,2022-11-13,2336.61
Austria,AUT,2022-11-20,2358.4902
Austria,AUT,2022-11-27,2377.954
Austria,AUT,2022-12-04,2410.819
Austria,AUT,2022-12-11,2440.5745
Austria,AUT,2022-12-18,2500.5544
Austria,AUT,2022-12-25,2567.4924
Austria,AUT,2023-01-01,2621.1968
Austria,AUT,2023-01-08,2677.8552
Austria,AUT,2023-01-15,2702.367
Austria,AUT,2023-01-22,2703.8403
Austria,AUT,2023-01-29,2702.3447
Austria,AUT,2023-02-05,2692.1873
Austria,AUT,2023-02-12,2669.6177
Austria,AUT,2023-02-19,2659.9958
Austria,AUT,2023-02-26,2659.728
Austria,AUT,2023-03-05,2658.8352
Austria,AUT,2023-03-12,2664.5278
Austria,AUT,2023-03-19,2671.024
Austria,AUT,2023-03-26,2683.704
Austria,AUT,2023-04-02,2684.3516
Austria,AUT,2023-04-09,2691.2942
Austria,AUT,2023-04-16,2700.8267
Austria,AUT,2023-04-23,2719.1545
Austria,AUT,2023-04-30,2733.5981
Austria,AUT,2023-05-07,2742.8628
Austria,AUT,2023-05-14,2757.842
Austria,AUT,2023-05-21,2760.3647
Austria,AUT,2023-05-28,2768.6245
Austria,AUT,2023-06-04,2776.237
Austria,AUT,2023-06-11,2779.0498
Austria,AUT,2023-06-18,2783.9834
Austria,AUT,2023-06-25,2797.936
Austria,AUT,2023-07-02,2793.672
Austria,AUT,2023-07-09,2797.9583
Austria,AUT,2023-07-16,2811.375
Austria,AUT,2023-07-23,2814.0317
Austria,AUT,2023-07-30,2804.968
Austria,AUT,2023-08-06,2791.5513
